,date_id,order_date,year,month,day
403,404,2023-03-01,2023,3,1
404,405,2023-03-01,2023,3,1
405,406,2023-03-01,2023,3,1
406,407,2020-10-02,2020,10,2
407,408,2020-06-23,2020,6,23
408,409,2023-08-21,2023,8,21
409,410,2022-07-16,2022,7,16
410,411,2022-08-01,2022,8,1
411,412,2020-07-16,2020,7,16
412,413,2020-05-02,2020,5,2
413,414,2020-05-02,2020,5,2
414,415,2020-05-02,2020,5,2
415,416,2024-01-10,2024,1,10
416,417,2020-09-30,2020,9,30
417,418,2022-03-28,2022,3,28
418,419,2021-01-30,2021,1,30
419,420,2025-03-14,2025,3,14
420,421,2021-10-26,2021,10,26
421,422,2023-01-11,2023,1,11
422,423,2021-10-26,2021,10,26
423,424,2023-01-11,2023,1,11
424,425,2021-10-31,2021,10,31
425,426,2023-05-04,2023,5,4
426,427,2024-08-09,2024,8,9
427,428,2022-08-21,2022,8,21
428,429,2022-08-21,2022,8,21
429,430,2022-06-19,2022,6,19
430,431,2022-06-19,2022,6,19
431,432,2025-01-29,2025,1,29
432,433,2025-01-29,2025,1,29
433,434,2022-01-14,2022,1,14
434,435,2022-01-14,2022,1,14
435,436,2022-01-14,2022,1,14
436,437,2023-06-15,2023,6,15
437,438,2023-10-18,2023,10,18
438,439,2022-06-13,2022,6,13
439,440,2023-10-18,2023,10,18
440,441,2022-06-13,2022,6,13
441,442,2023-10-18,2023,10,18
442,443,2022-06-13,2022,6,13
443,444,2024-06-12,2024,6,12
444,445,2024-06-12,2024,6,12
445,446,2024-06-12,2024,6,12
446,447,2024-06-12,2024,6,12
447,448,2022-06-27,2022,6,27
448,449,2022-06-27,2022,6,27
449,450,2021-02-18,2021,2,18
450,451,2021-02-18,2021,2,18
451,452,2021-02-18,2021,2,18
452,453,2023-05-29,2023,5,29
453,454,2021-06-04,2021,6,4
454,455,2024-01-22,2024,1,22
455,456,2022-12-27,2022,12,27
456,457,2024-01-22,2024,1,22
457,458,2022-12-27,2022,12,27
458,459,2024-01-22,2024,1,22
459,460,2022-12-27,2022,12,27
460,461,2024-03-30,2024,3,30
461,462,2020-04-04,2020,4,4
462,463,2020-04-04,2020,4,4
463,464,2020-04-04,2020,4,4
464,465,2023-01-22,2023,1,22
465,466,2022-04-12,2022,4,12
466,467,2023-12-13,2023,12,13
467,468,2023-01-22,2023,1,22
468,469,2022-04-12,2022,4,12
469,470,2023-12-13,2023,12,13
470,471,2023-05-24,2023,5,24
471,472,2020-11-29,2020,11,29
472,473,2021-03-24,2021,3,24
473,474,2021-03-24,2021,3,24
474,475,2020-08-19,2020,8,19
475,476,2022-10-20,2022,10,20
476,477,2023-09-20,2023,9,20
477,478,2024-12-26,2024,12,26
478,479,2023-09-20,2023,9,20
479,480,2024-12-26,2024,12,26
480,481,2021-12-03,2021,12,3
481,482,2021-12-03,2021,12,3
482,483,2021-09-14,2021,9,14
483,484,2021-09-30,2021,9,30
484,485,2021-12-22,2021,12,22
485,486,2021-12-22,2021,12,22
486,487,2021-12-22,2021,12,22
487,488,2022-05-18,2022,5,18
488,489,2020-10-08,2020,10,8
489,490,2020-10-08,2020,10,8
490,491,2022-08-20,2022,8,20
491,492,2024-11-25,2024,11,25
492,493,2022-08-20,2022,8,20
493,494,2024-11-25,2024,11,25
494,495,2020-09-30,2020,9,30
495,496,2025-02-20,2025,2,20
496,497,2022-03-20,2022,3,20
497,498,2020-09-30,2020,9,30
498,499,2025-02-20,2025,2,20
499,500,2022-03-20,2022,3,20
500,501,2025-03-07,2025,3,7
501,502,2025-03-07,2025,3,7
502,503,2025-03-07,2025,3,7
503,504,2024-06-16,2024,6,16
504,505,2020-11-21,2020,11,21
505,506,2024-10-01,2024,10,1
506,507,2024-07-01,2024,7,1
507,508,2024-06-16,2024,6,16
508,509,2020-11-21,2020,11,21
509,510,2024-10-01,2024,10,1
510,511,2024-07-01,2024,7,1
511,512,2020-11-23,2020,11,23
512,513,2023-03-18,2023,3,18
513,514,2022-10-19,2022,10,19
514,515,2023-08-31,2023,8,31
515,516,2021-06-06,2021,6,6
516,517,2022-12-21,2022,12,21
517,518,2022-12-21,2022,12,21
518,519,2024-02-12,2024,2,12
519,520,2022-12-05,2022,12,5
520,521,2022-12-05,2022,12,5
521,522,2021-04-04,2021,4,4
522,523,2021-02-12,2021,2,12
523,524,2022-12-27,2022,12,27
524,525,2024-01-19,2024,1,19
525,526,2021-02-12,2021,2,12
526,527,2022-12-27,2022,12,27
527,528,2024-01-19,2024,1,19
528,529,2022-12-25,2022,12,25
529,530,2022-12-25,2022,12,25
530,531,2022-12-25,2022,12,25
531,532,2022-10-06,2022,10,6
532,533,2020-04-27,2020,4,27
533,534,2024-05-13,2024,5,13
534,535,2020-04-27,2020,4,27
535,536,2024-05-13,2024,5,13
536,537,2020-10-23,2020,10,23
537,538,2020-10-23,2020,10,23
538,539,2020-10-23,2020,10,23
539,540,2021-06-11,2021,6,11
540,541,2021-09-08,2021,9,8
541,542,2022-11-23,2022,11,23
542,543,2022-10-31,2022,10,31
543,544,2023-11-06,2023,11,6
544,545,2023-11-12,2023,11,12
545,546,2023-06-26,2023,6,26
546,547,2023-09-30,2023,9,30
547,548,2023-06-26,2023,6,26
548,549,2023-09-30,2023,9,30
549,550,2020-09-12,2020,9,12
550,551,2020-09-12,2020,9,12
551,552,2020-11-27,2020,11,27
552,553,2022-08-25,2022,8,25
553,554,2023-08-23,2023,8,23
554,555,2023-10-11,2023,10,11
555,556,2022-04-21,2022,4,21
556,557,2023-09-14,2023,9,14
557,558,2020-04-29,2020,4,29
558,559,2020-12-15,2020,12,15
559,560,2023-09-14,2023,9,14
560,561,2020-04-29,2020,4,29
561,562,2020-12-15,2020,12,15
562,563,2024-07-11,2024,7,11
563,564,2024-09-21,2024,9,21
564,565,2025-02-02,2025,2,2
565,566,2022-10-21,2022,10,21
566,567,2020-10-21,2020,10,21
567,568,2022-10-21,2022,10,21
568,569,2020-10-21,2020,10,21
569,570,2022-10-21,2022,10,21
570,571,2020-10-21,2020,10,21
571,572,2022-01-11,2022,1,11
572,573,2021-02-17,2021,2,17
573,574,2022-01-11,2022,1,11
574,575,2021-02-17,2021,2,17
575,576,2021-11-06,2021,11,6
576,577,2022-08-30,2022,8,30
577,578,2022-10-07,2022,10,7
578,579,2022-10-07,2022,10,7
579,580,2023-06-04,2023,6,4
580,581,2023-06-04,2023,6,4
581,582,2023-06-04,2023,6,4
582,583,2022-05-13,2022,5,13
583,584,2023-01-23,2023,1,23
584,585,2021-07-25,2021,7,25
585,586,2025-03-08,2025,3,8
586,587,2022-12-25,2022,12,25
587,588,2022-12-25,2022,12,25
588,589,2022-12-25,2022,12,25
589,590,2024-04-24,2024,4,24
590,591,2021-12-24,2021,12,24
591,592,2023-09-07,2023,9,7
592,593,2021-08-10,2021,8,10
593,594,2024-05-26,2024,5,26
594,595,2022-02-19,2022,2,19
595,596,2024-12-09,2024,12,9
596,597,2023-06-01,2023,6,1
597,598,2023-11-05,2023,11,5
598,599,2020-06-21,2020,6,21
599,600,2020-10-26,2020,10,26
600,601,2022-06-06,2022,6,6
601,602,2021-11-13,2021,11,13
602,603,2022-06-06,2022,6,6
603,604,2021-11-13,2021,11,13
604,605,2021-11-11,2021,11,11
605,606,2021-11-11,2021,11,11
606,607,2021-07-31,2021,7,31
607,608,2021-07-31,2021,7,31
608,609,2024-04-13,2024,4,13
609,610,2022-04-19,2022,4,19
610,611,2024-03-23,2024,3,23
611,612,2021-05-07,2021,5,7
612,613,2021-05-07,2021,5,7
613,614,2022-05-06,2022,5,6
614,615,2021-08-09,2021,8,9
615,616,2025-02-09,2025,2,9
616,617,2024-04-23,2024,4,23
617,618,2023-02-23,2023,2,23
618,619,2024-06-06,2024,6,6
619,620,2023-02-23,2023,2,23
620,621,2024-06-06,2024,6,6
621,622,2025-01-27,2025,1,27
622,623,2023-04-07,2023,4,7
623,624,2022-01-20,2022,1,20
624,625,2022-05-10,2022,5,10
625,626,2024-05-29,2024,5,29
626,627,2022-01-04,2022,1,4
627,628,2024-05-02,2024,5,2
628,629,2021-12-28,2021,12,28
629,630,2022-12-12,2022,12,12
630,631,2023-08-17,2023,8,17
631,632,2021-11-29,2021,11,29
632,633,2023-08-17,2023,8,17
633,634,2021-11-29,2021,11,29
634,635,2021-06-13,2021,6,13
635,636,2022-07-04,2022,7,4
636,637,2022-07-04,2022,7,4
637,638,2021-06-27,2021,6,27
638,639,2021-06-27,2021,6,27
639,640,2023-12-04,2023,12,4
640,641,2023-12-04,2023,12,4
641,642,2022-08-09,2022,8,9
642,643,2020-04-08,2020,4,8
643,644,2020-04-08,2020,4,8
644,645,2023-10-20,2023,10,20
645,646,2022-02-10,2022,2,10
646,647,2023-10-05,2023,10,5
647,648,2022-02-10,2022,2,10
648,649,2023-10-05,2023,10,5
649,650,2022-09-22,2022,9,22
650,651,2021-04-03,2021,4,3
651,652,2021-05-03,2021,5,3
652,653,2024-02-11,2024,2,11
653,654,2025-02-04,2025,2,4
654,655,2022-10-12,2022,10,12
655,656,2022-10-12,2022,10,12
656,657,2022-02-06,2022,2,6
657,658,2020-11-09,2020,11,9
658,659,2023-05-03,2023,5,3
659,660,2022-10-04,2022,10,4
660,661,2024-08-21,2024,8,21
661,662,2021-11-20,2021,11,20
662,663,2020-05-13,2020,5,13
663,664,2023-02-28,2023,2,28
664,665,2023-02-28,2023,2,28
665,666,2021-01-21,2021,1,21
666,667,2022-02-28,2022,2,28
667,668,2021-01-21,2021,1,21
668,669,2022-02-28,2022,2,28
669,670,2024-04-25,2024,4,25
670,671,2023-03-10,2023,3,10
671,672,2023-07-10,2023,7,10
672,673,2024-04-25,2024,4,25
673,674,2023-03-10,2023,3,10
674,675,2023-07-10,2023,7,10
675,676,2024-07-28,2024,7,28
676,677,2024-07-28,2024,7,28
677,678,2023-07-30,2023,7,30
678,679,2023-07-30,2023,7,30
679,680,2023-07-30,2023,7,30
680,681,2024-10-05,2024,10,5
681,682,2024-10-05,2024,10,5
682,683,2024-02-20,2024,2,20
683,684,2024-02-20,2024,2,20
684,685,2023-04-19,2023,4,19
685,686,2023-10-29,2023,10,29
686,687,2022-03-08,2022,3,8
687,688,2022-12-08,2022,12,8
688,689,2022-03-08,2022,3,8
689,690,2022-12-08,2022,12,8
690,691,2022-03-08,2022,3,8
691,692,2022-12-08,2022,12,8
692,693,2022-03-08,2022,3,8
693,694,2022-12-08,2022,12,8
694,695,2024-07-27,2024,7,27
695,696,2022-07-05,2022,7,5
696,697,2024-07-04,2024,7,4
697,698,2024-02-28,2024,2,28
698,699,2025-01-03,2025,1,3
699,700,2021-12-07,2021,12,7
700,701,2021-12-14,2021,12,14
701,702,2020-11-30,2020,11,30
702,703,2021-12-14,2021,12,14
703,704,2020-11-30,2020,11,30
704,705,2021-12-29,2021,12,29
705,706,2021-12-29,2021,12,29
706,707,2024-07-08,2024,7,8
707,708,2021-02-10,2021,2,10
708,709,2020-10-21,2020,10,21
709,710,2023-04-17,2023,4,17
710,711,2020-10-21,2020,10,21
711,712,2023-12-28,2023,12,28
712,713,2023-12-28,2023,12,28
713,714,2022-12-23,2022,12,23
714,715,2022-08-10,2022,8,10
715,716,2022-12-23,2022,12,23
716,717,2022-08-10,2022,8,10
717,718,2023-10-17,2023,10,17
718,719,2022-02-28,2022,2,28
719,720,2024-05-24,2024,5,24
720,721,2020-10-02,2020,10,2
721,722,2020-10-02,2020,10,2
722,723,2024-02-10,2024,2,10
723,724,2021-02-06,2021,2,6
724,725,2022-03-16,2022,3,16
725,726,2020-05-24,2020,5,24
726,727,2025-02-16,2025,2,16
727,728,2021-11-16,2021,11,16
728,729,2024-09-08,2024,9,8
729,730,2020-05-24,2020,5,24
730,731,2025-02-16,2025,2,16
731,732,2021-11-16,2021,11,16
732,733,2024-09-08,2024,9,8
733,734,2022-06-29,2022,6,29
734,735,2022-06-29,2022,6,29
735,736,2022-06-29,2022,6,29
736,737,2022-11-03,2022,11,3
737,738,2023-11-28,2023,11,28
738,739,2020-04-25,2020,4,25
739,740,2022-01-18,2022,1,18
740,741,2022-01-18,2022,1,18
741,742,2022-01-18,2022,1,18
742,743,2022-01-18,2022,1,18
743,744,2022-03-23,2022,3,23
744,745,2020-06-24,2020,6,24
745,746,2022-12-23,2022,12,23
746,747,2024-11-24,2024,11,24
747,748,2020-11-06,2020,11,6
748,749,2023-10-24,2023,10,24
749,750,2022-03-23,2022,3,23
750,751,2020-06-24,2020,6,24
751,752,2022-12-23,2022,12,23
752,753,2024-11-24,2024,11,24
753,754,2020-11-06,2020,11,6
754,755,2023-10-24,2023,10,24
755,756,2023-07-18,2023,7,18
756,757,2022-05-16,2022,5,16
757,758,2023-07-18,2023,7,18
758,759,2022-05-16,2022,5,16
759,760,2024-06-16,2024,6,16
760,761,2021-10-23,2021,10,23
761,762,2022-10-22,2022,10,22
762,763,2023-07-17,2023,7,17
763,764,2025-02-24,2025,2,24
764,765,2025-02-24,2025,2,24
765,766,2021-03-07,2021,3,7
766,767,2021-01-03,2021,1,3
767,768,2023-05-03,2023,5,3
768,769,2023-10-25,2023,10,25
769,770,2022-08-21,2022,8,21
770,771,2022-04-16,2022,4,16
771,772,2023-04-02,2023,4,2
772,773,2024-10-21,2024,10,21
773,774,2024-10-21,2024,10,21
774,775,2021-07-09,2021,7,9
775,776,2022-04-08,2022,4,8
