,order_id,amount,profit,quantity,order_date,product_id,customer_id,payment_id,year,month,day
44,45,8293,2632,8,2023-08-21,7,698,5,2023,August,21
45,46,2863,205,17,2022-01-05,1,178,3,2022,January,5
46,47,2863,205,17,2020-10-17,10,170,5,2020,October,17
47,48,2863,205,17,2023-08-21,10,656,4,2023,August,21
48,49,3090,573,6,2024-12-27,2,55,1,2024,December,27
49,50,3090,573,6,2021-06-18,3,708,2,2021,June,18
50,51,3090,573,6,2023-05-27,5,616,1,2023,May,27
51,52,3090,573,6,2021-10-12,4,119,5,2021,October,12
52,53,9683,1014,5,2024-12-27,1,88,3,2024,December,27
53,54,9683,1014,5,2021-06-18,3,702,3,2021,June,18
54,55,9683,1014,5,2023-05-27,12,251,3,2023,May,27
55,56,9683,1014,5,2021-10-12,10,234,3,2021,October,12
56,57,2463,648,18,2022-09-19,7,94,3,2022,September,19
57,58,7811,1538,12,2022-03-25,9,579,3,2022,March,25
58,59,6139,451,10,2022-02-26,6,172,3,2022,February,26
59,60,6139,451,10,2021-04-05,10,776,3,2021,April,5
60,61,8636,3192,3,2022-02-26,6,14,3,2022,February,26
61,62,8636,3192,3,2021-04-05,9,184,2,2021,April,5
62,63,4439,1712,19,2022-02-26,8,708,5,2022,February,26
63,64,4439,1712,19,2021-04-05,12,10,2,2021,April,5
64,65,1016,172,20,2020-11-16,1,82,3,2020,November,16
65,66,5768,2059,14,2020-11-16,11,446,5,2020,November,16
66,67,1217,151,3,2020-11-16,10,88,3,2020,November,16
67,68,953,93,2,2024-12-12,11,635,4,2024,December,12
68,69,953,93,2,2023-04-06,1,633,2,2023,April,6
69,70,7355,1034,3,2024-12-12,6,557,5,2024,December,12
70,71,7355,1034,3,2023-04-06,10,411,4,2023,April,6
71,72,1843,248,3,2024-12-12,10,68,3,2024,December,12
72,73,1843,248,3,2023-04-06,3,581,1,2023,April,6
73,74,1603,361,10,2024-12-12,6,252,4,2024,December,12
74,75,1603,361,10,2023-04-06,7,208,1,2023,April,6
75,76,2025,528,1,2024-01-28,9,554,5,2024,January,28
76,77,6800,167,16,2024-01-28,7,181,1,2024,January,28
77,78,1126,55,1,2022-01-16,2,496,5,2022,January,16
78,79,1126,55,1,2022-12-16,6,119,1,2022,December,16
79,80,7533,3508,12,2023-07-13,8,653,4,2023,July,13
80,81,4734,1178,16,2023-07-13,9,409,4,2023,July,13
81,82,4074,1175,6,2023-07-13,1,374,3,2023,July,13
82,83,2334,484,3,2023-07-13,12,19,1,2023,July,13
83,84,2750,1239,11,2025-03-10,2,314,3,2025,March,10
84,85,2750,1239,11,2024-09-24,12,434,2,2024,September,24
85,86,8639,3104,19,2025-03-10,4,777,5,2025,March,10
86,87,8639,3104,19,2024-09-24,9,485,1,2024,September,24
87,88,3808,1192,4,2020-04-13,12,793,4,2020,April,13
88,89,2588,705,16,2020-04-13,8,100,2,2020,April,13
89,90,1591,727,5,2022-06-27,10,780,3,2022,June,27
90,91,1591,727,5,2021-03-14,3,251,5,2021,March,14
91,92,1591,727,5,2022-02-23,9,288,1,2022,February,23
92,93,1757,622,10,2022-03-29,2,593,2,2022,March,29
93,94,1757,622,10,2022-11-20,12,686,2,2022,November,20
94,95,6940,253,15,2021-11-12,12,704,5,2021,November,12
95,96,5105,465,5,2021-11-12,11,581,4,2021,November,12
96,97,5578,277,16,2021-08-17,10,438,4,2021,August,17
97,98,5578,277,16,2022-05-16,3,788,1,2022,May,16
98,99,5224,1958,16,2023-07-16,8,699,3,2023,July,16
99,100,5002,1801,11,2023-07-16,9,553,3,2023,July,16
100,101,7380,1673,18,2023-07-16,9,384,3,2023,July,16
101,102,7595,2873,4,2020-08-18,9,431,5,2020,August,18
102,103,7595,2873,4,2022-04-19,12,714,4,2022,April,19
103,104,1954,294,7,2022-12-23,10,19,4,2022,December,23
104,105,523,95,20,2024-12-07,9,578,2,2024,December,7
105,106,5704,714,13,2022-02-03,5,612,3,2022,February,3
106,107,5704,714,13,2021-12-12,9,153,5,2021,December,12
107,108,8797,1010,8,2022-02-03,6,302,4,2022,February,3
108,109,8797,1010,8,2021-12-12,3,737,3,2021,December,12
109,110,9236,2899,5,2022-02-03,6,173,2,2022,February,3
110,111,9236,2899,5,2021-12-12,8,607,2,2021,December,12
111,112,9109,586,17,2020-05-17,3,452,5,2020,May,17
112,113,4358,526,19,2022-12-05,3,41,2,2022,December,5
113,114,4358,526,19,2024-09-17,12,519,5,2024,September,17
114,115,6459,825,8,2022-12-05,6,775,4,2022,December,5
115,116,6459,825,8,2024-09-17,7,540,5,2024,September,17
116,117,2478,92,12,2023-05-08,12,78,5,2023,May,8
117,118,2478,92,12,2021-03-03,12,28,3,2021,March,3
118,119,2478,92,12,2021-03-18,12,370,4,2021,March,18
119,120,2478,92,12,2023-04-24,10,447,4,2023,April,24
120,121,9992,3696,20,2021-10-09,3,468,5,2021,October,9
121,122,9992,3696,20,2022-04-15,10,505,4,2022,April,15
122,123,9992,3696,20,2022-08-29,8,161,1,2022,August,29
123,124,9619,3420,7,2021-10-09,4,524,2,2021,October,9
124,125,9619,3420,7,2022-04-15,4,49,5,2022,April,15
125,126,9619,3420,7,2022-08-29,10,765,3,2022,August,29
126,127,9538,3158,20,2024-09-04,1,667,1,2024,September,4
127,128,9538,3158,20,2021-05-18,12,118,1,2021,May,18
128,129,9035,1227,14,2024-09-04,1,141,5,2024,September,4
129,130,9035,1227,14,2021-05-18,11,448,5,2021,May,18
130,131,2684,670,2,2024-07-02,10,249,4,2024,July,2
131,132,822,147,5,2024-07-02,11,687,3,2024,July,2
132,133,9730,2341,2,2024-07-02,9,463,2,2024,July,2
133,134,2483,236,2,2024-07-02,3,144,5,2024,July,2
134,135,1297,600,7,2024-02-16,2,437,1,2024,February,16
135,136,7909,1942,19,2024-02-16,2,594,2,2024,February,16
136,137,9768,4518,8,2021-11-26,11,587,1,2021,November,26
137,138,4968,934,5,2021-11-26,7,236,4,2021,November,26
138,139,1731,149,4,2021-11-26,12,112,2,2021,November,26
139,140,3433,1169,10,2024-02-01,8,135,2,2024,February,1
140,141,3433,1169,10,2021-09-09,8,182,1,2021,September,9
141,142,3433,1169,10,2021-09-08,12,499,4,2021,September,8
142,143,3887,1490,1,2024-02-01,4,272,1,2024,February,1
143,144,3887,1490,1,2021-09-09,2,132,3,2021,September,9
144,145,3887,1490,1,2021-09-08,9,195,4,2021,September,8
145,146,1801,641,20,2024-07-09,6,255,4,2024,July,9
146,147,5301,817,10,2024-07-09,8,806,1,2024,July,9
147,148,1166,520,12,2024-07-09,12,227,2,2024,July,9
148,149,3196,1411,15,2024-07-09,11,773,5,2024,July,9
149,150,3428,350,1,2023-02-28,9,745,3,2023,February,28
150,151,7223,2433,12,2023-02-28,12,559,1,2023,February,28
151,152,3731,647,1,2023-02-28,5,305,5,2023,February,28
152,153,8903,4401,18,2022-08-08,9,658,3,2022,August,8
153,154,6009,2107,7,2022-12-07,10,71,3,2022,December,7
154,155,6009,2107,7,2024-04-29,3,373,1,2024,April,29
155,156,2858,230,3,2022-12-07,11,666,4,2022,December,7
156,157,2858,230,3,2024-04-29,5,647,3,2024,April,29
157,158,8175,525,7,2022-12-07,12,359,1,2022,December,7
158,159,8175,525,7,2024-04-29,6,453,5,2024,April,29
159,160,5846,586,18,2022-12-07,5,413,2,2022,December,7
160,161,5846,586,18,2024-04-29,11,698,5,2024,April,29
161,162,706,197,11,2022-01-02,6,219,4,2022,January,2
162,163,9835,2571,16,2022-06-10,4,37,1,2022,June,10
163,164,9835,2571,16,2021-11-16,10,659,5,2021,November,16
164,165,9835,2571,16,2022-08-17,7,614,1,2022,August,17
165,166,9691,3056,13,2022-06-10,3,375,2,2022,June,10
166,167,9691,3056,13,2021-11-16,10,379,5,2021,November,16
167,168,9691,3056,13,2022-08-17,5,652,4,2022,August,17
168,169,7826,1221,14,2022-06-10,1,272,2,2022,June,10
169,170,7826,1221,14,2021-11-16,5,105,3,2021,November,16
170,171,7826,1221,14,2022-08-17,8,671,1,2022,August,17
171,172,770,241,11,2021-11-23,12,477,1,2021,November,23
172,173,770,241,11,2023-03-04,1,704,3,2023,March,4
173,174,9895,1598,20,2023-12-16,6,540,3,2023,December,16
174,175,6517,1581,10,2024-05-19,11,269,2,2024,May,19
175,176,6517,1581,10,2020-05-14,10,263,2,2020,May,14
176,177,1166,349,11,2024-05-19,9,750,2,2024,May,19
177,178,1166,349,11,2020-05-14,1,505,3,2020,May,14
178,179,9820,793,16,2021-08-29,10,108,5,2021,August,29
179,180,8563,2624,8,2024-11-10,4,433,5,2024,November,10
180,181,4441,281,20,2024-11-10,7,524,1,2024,November,10
181,182,7340,2271,8,2021-12-05,4,56,4,2021,December,5
182,183,5442,1610,1,2021-12-05,6,379,4,2021,December,5
183,184,1895,391,14,2024-07-05,4,173,5,2024,July,5
184,185,5323,322,13,2024-07-05,11,128,3,2024,July,5
185,186,8850,279,13,2024-06-25,7,434,5,2024,June,25
186,187,8667,1266,6,2024-06-25,7,97,2,2024,June,25
187,188,6903,105,1,2024-05-31,9,169,5,2024,May,31
188,189,8793,3010,7,2024-05-31,9,146,2,2024,May,31
189,190,9883,4812,16,2020-10-20,9,160,4,2020,October,20
190,191,9883,4812,16,2022-08-11,4,86,2,2022,August,11
191,192,9883,4812,16,2021-10-17,5,63,2,2021,October,17
192,193,5210,1185,7,2020-10-20,12,527,4,2020,October,20
193,194,5210,1185,7,2022-08-11,6,35,3,2022,August,11
194,195,5210,1185,7,2021-10-17,8,436,3,2021,October,17
195,196,3574,851,4,2022-02-23,3,574,5,2022,February,23
196,197,576,76,13,2022-02-23,9,761,1,2022,February,23
197,198,1860,457,13,2023-09-20,1,486,4,2023,September,20
198,199,782,374,8,2021-01-19,1,404,5,2021,January,19
199,200,4371,1852,1,2021-01-19,10,622,1,2021,January,19
200,201,8346,1176,1,2020-08-21,10,432,1,2020,August,21
201,202,8346,1176,1,2023-04-17,8,219,3,2023,April,17
202,203,8346,1176,1,2023-12-24,10,114,3,2023,December,24
203,204,6218,1125,5,2020-08-21,11,145,2,2020,August,21
204,205,6218,1125,5,2023-04-17,6,663,2,2023,April,17
205,206,6218,1125,5,2023-12-24,8,578,1,2023,December,24
206,207,5167,253,14,2020-08-21,8,679,5,2020,August,21
207,208,5167,253,14,2023-04-17,8,61,5,2023,April,17
208,209,5167,253,14,2023-12-24,4,241,3,2023,December,24
209,210,2799,1239,5,2020-08-21,1,136,3,2020,August,21
210,211,2799,1239,5,2023-04-17,1,205,2,2023,April,17
211,212,2799,1239,5,2023-12-24,3,482,3,2023,December,24
212,213,3234,1029,20,2022-03-20,9,720,2,2022,March,20
213,214,4920,775,12,2021-08-12,9,552,1,2021,August,12
214,215,9078,2213,15,2021-08-12,12,228,5,2021,August,12
215,216,8586,3826,7,2020-12-21,1,580,3,2020,December,21
216,217,8586,3826,7,2023-07-07,1,84,3,2023,July,7
217,218,5047,2211,13,2023-08-13,9,209,5,2023,August,13
218,219,5047,2211,13,2021-02-04,9,791,2,2021,February,4
219,220,5047,2211,13,2022-09-16,4,534,5,2022,September,16
220,221,5047,2211,13,2022-05-06,3,544,2,2022,May,6
221,222,3657,163,1,2021-05-28,12,603,5,2021,May,28
222,223,6471,2842,18,2024-07-18,5,310,3,2024,July,18
223,224,949,301,9,2024-12-06,7,49,2,2024,December,6
224,225,6823,771,6,2024-12-06,4,541,4,2024,December,6
225,226,4364,831,2,2024-12-06,3,705,2,2024,December,6
226,227,6671,2797,10,2022-12-12,12,752,3,2022,December,12
227,228,7472,1037,3,2022-10-20,1,110,5,2022,October,20
228,229,9548,1806,9,2022-10-20,5,784,1,2022,October,20
229,230,7759,3741,17,2021-03-24,4,800,1,2021,March,24
230,231,7759,3741,17,2025-01-06,6,197,2,2025,January,6
231,232,7521,3457,16,2021-03-24,8,559,2,2021,March,24
232,233,7521,3457,16,2025-01-06,2,570,4,2025,January,6
233,234,9704,4339,12,2021-03-06,5,354,4,2021,March,6
234,235,4948,2356,18,2021-03-06,7,712,2,2021,March,6
235,236,6435,334,10,2021-03-06,7,89,4,2021,March,6
236,237,9965,3033,16,2020-06-17,1,353,2,2020,June,17
237,238,9965,3033,16,2023-09-01,9,551,2,2023,September,1
238,239,1523,234,3,2023-06-08,9,339,2,2023,June,8
239,240,9073,424,7,2023-06-08,11,550,2,2023,June,8
240,241,6447,3079,20,2021-03-25,9,631,3,2021,March,25
241,242,8947,2807,6,2021-03-25,5,573,5,2021,March,25
242,243,914,400,8,2021-01-03,3,416,4,2021,January,3
243,244,1548,666,3,2021-01-03,12,594,5,2021,January,3
244,245,2759,1149,6,2024-12-27,6,5,5,2024,December,27
245,246,1341,615,4,2022-08-12,10,601,3,2022,August,12
246,247,9851,2669,19,2022-03-28,1,73,3,2022,March,28
247,248,9851,2669,19,2023-07-15,2,420,3,2023,July,15
248,249,9851,2669,19,2022-09-22,10,365,4,2022,September,22
249,250,9989,3930,14,2022-03-28,7,246,1,2022,March,28
250,251,9989,3930,14,2023-07-15,9,23,4,2023,July,15
251,252,9989,3930,14,2022-09-22,5,277,2,2022,September,22
252,253,7421,958,10,2022-12-20,11,199,5,2022,December,20
253,254,7421,958,10,2022-01-16,1,432,4,2022,January,16
254,255,7421,958,10,2023-01-29,11,218,5,2023,January,29
255,256,3099,479,1,2022-01-15,12,477,4,2022,January,15
256,257,2521,906,7,2022-01-15,9,672,5,2022,January,15
257,258,6962,3429,12,2024-03-24,10,621,5,2024,March,24
258,259,6962,3429,12,2025-02-19,5,62,5,2025,February,19
259,260,1085,301,20,2024-07-13,3,7,3,2024,July,13
260,261,738,342,2,2023-04-28,9,354,5,2023,April,28
261,262,738,342,2,2020-12-05,4,455,5,2020,December,5
262,263,738,342,2,2024-05-14,4,24,3,2024,May,14
263,264,738,342,2,2022-01-18,7,615,4,2022,January,18
264,265,1366,242,17,2023-09-18,3,807,1,2023,September,18
265,266,1518,155,13,2023-09-18,2,245,4,2023,September,18
266,267,2962,1470,1,2021-05-12,1,327,3,2021,May,12
267,268,2962,1470,1,2023-09-17,1,805,4,2023,September,17
268,269,7131,718,12,2021-05-12,8,120,2,2021,May,12
269,270,7131,718,12,2023-09-17,10,788,4,2023,September,17
270,271,4200,855,10,2021-05-12,11,560,1,2021,May,12
271,272,4200,855,10,2023-09-17,6,750,3,2023,September,17
272,273,5934,1563,2,2024-09-06,11,226,5,2024,September,6
273,274,2701,322,11,2022-06-18,9,35,2,2022,June,18
274,275,7273,2702,18,2022-06-18,6,549,4,2022,June,18
275,276,2465,699,18,2020-05-22,2,389,4,2020,May,22
276,277,3479,1087,2,2024-10-17,11,325,5,2024,October,17
277,278,5457,1765,7,2024-10-17,1,324,3,2024,October,17
278,279,4957,1152,8,2022-03-22,6,332,4,2022,March,22
279,280,4404,858,17,2024-03-17,1,367,5,2024,March,17
280,281,8776,2529,15,2024-03-17,8,100,4,2024,March,17
281,282,9536,1437,9,2020-04-02,7,435,5,2020,April,2
282,283,2225,589,7,2020-04-02,12,99,3,2020,April,2
283,284,9574,4045,19,2024-03-13,9,475,2,2024,March,13
284,285,4382,482,17,2024-03-13,9,374,1,2024,March,13
285,286,8200,257,19,2023-03-21,1,519,2,2023,March,21
286,287,9316,3003,13,2023-03-21,11,8,1,2023,March,21
287,288,6379,3128,15,2023-03-21,11,201,2,2023,March,21
288,289,3348,568,5,2024-03-02,7,449,2,2024,March,2
289,290,3348,568,5,2021-04-30,4,63,2,2021,April,30
290,291,8856,2020,9,2024-03-02,5,345,2,2024,March,2
291,292,8856,2020,9,2021-04-30,6,608,3,2021,April,30
292,293,1760,619,16,2021-09-15,10,615,4,2021,September,15
293,294,1760,619,16,2023-01-28,8,376,5,2023,January,28
294,295,6351,986,15,2021-09-15,11,624,5,2021,September,15
295,296,6351,986,15,2023-01-28,6,262,1,2023,January,28
296,297,869,373,14,2021-07-08,1,390,1,2021,July,8
297,298,869,373,14,2020-04-08,1,26,5,2020,April,8
298,299,1486,114,7,2021-07-08,10,135,1,2021,July,8
299,300,1486,114,7,2020-04-08,5,404,5,2020,April,8
300,301,2999,145,13,2022-08-23,7,113,3,2022,August,23
301,302,5142,1916,20,2022-08-23,1,317,1,2022,August,23
302,303,1239,575,17,2022-12-17,11,681,3,2022,December,17
303,304,1239,575,17,2022-06-08,9,216,1,2022,June,8
304,305,1262,515,16,2022-12-17,5,192,1,2022,December,17
305,306,1262,515,16,2022-06-08,10,330,4,2022,June,8
306,307,1033,254,5,2020-08-28,4,248,5,2020,August,28
307,308,1518,159,19,2020-09-26,2,223,3,2020,September,26
308,309,8581,2444,2,2020-12-13,4,59,2,2020,December,13
309,310,8581,2444,2,2020-11-19,2,203,2,2020,November,19
310,311,1167,463,5,2023-09-13,9,50,1,2023,September,13
311,312,2841,803,20,2023-09-13,3,571,4,2023,September,13
312,313,5680,2159,19,2023-09-13,4,572,2,2023,September,13
313,314,8204,2382,6,2020-03-31,8,678,3,2020,March,31
314,315,8204,2382,6,2020-10-20,5,756,5,2020,October,20
315,316,2850,904,6,2020-03-31,12,597,2,2020,March,31
316,317,2850,904,6,2020-10-20,10,262,5,2020,October,20
317,318,907,391,9,2023-08-04,4,647,3,2023,August,4
318,319,2174,265,19,2022-04-11,11,768,1,2022,April,11
319,320,8541,2029,12,2022-04-11,10,548,5,2022,April,11
320,321,1931,551,3,2022-04-11,9,302,3,2022,April,11
321,322,1281,340,3,2021-12-31,11,665,2,2021,December,31
322,323,2404,253,15,2021-12-31,12,92,3,2021,December,31
323,324,2119,196,1,2020-08-16,4,352,4,2020,August,16
324,325,3137,571,9,2025-02-02,1,308,5,2025,February,2
325,326,2323,727,7,2022-02-24,11,563,4,2022,February,24
326,327,1368,406,9,2022-02-24,12,496,5,2022,February,24
327,328,9204,3289,16,2024-02-25,8,452,4,2024,February,25
328,329,9204,3289,16,2021-06-15,2,462,1,2021,June,15
329,330,9894,3698,20,2024-02-25,6,180,5,2024,February,25
330,331,9894,3698,20,2021-06-15,11,623,3,2021,June,15
331,332,5322,1423,18,2022-12-08,3,623,2,2022,December,8
332,333,5322,1423,18,2023-12-09,12,407,1,2023,December,9
333,334,2666,559,14,2022-07-16,11,120,4,2022,July,16
334,335,8383,937,4,2024-05-05,6,233,3,2024,May,5
335,336,7560,821,4,2021-10-04,11,763,2,2021,October,4
336,337,1314,490,16,2021-11-20,4,763,1,2021,November,20
337,338,4390,179,1,2021-11-20,4,770,1,2021,November,20
338,339,1150,58,7,2021-11-20,8,189,3,2021,November,20
339,340,1574,258,17,2020-09-15,2,432,1,2020,September,15
340,341,5635,318,17,2020-09-15,9,142,1,2020,September,15
341,342,6515,961,11,2020-09-15,6,763,5,2020,September,15
342,343,1231,214,20,2023-01-17,12,526,5,2023,January,17
343,344,1231,214,20,2020-06-16,9,688,1,2020,June,16
344,345,6891,2529,3,2024-05-01,7,242,2,2024,May,1
345,346,7524,2308,15,2023-12-07,12,576,3,2023,December,7
346,347,6864,1824,14,2023-12-07,6,421,2,2023,December,7
347,348,4215,432,14,2024-02-02,1,168,4,2024,February,2
348,349,622,218,19,2024-06-23,10,523,1,2024,June,23
349,350,1755,495,18,2024-06-23,4,222,2,2024,June,23
350,351,8020,3898,20,2024-06-23,9,3,5,2024,June,23
351,352,7333,1576,4,2024-06-07,5,537,2,2024,June,7
352,353,7690,1134,4,2023-10-13,4,317,2,2023,October,13
353,354,912,246,2,2023-10-13,8,6,5,2023,October,13
354,355,2791,894,14,2022-10-08,12,293,1,2022,October,8
355,356,2791,894,14,2023-10-27,11,164,5,2023,October,27
356,357,2791,894,14,2021-02-09,11,802,5,2021,February,9
357,358,6223,1478,3,2022-10-08,11,426,5,2022,October,8
358,359,6223,1478,3,2023-10-27,3,670,5,2023,October,27
359,360,6223,1478,3,2021-02-09,8,86,2,2021,February,9
360,361,8943,3121,17,2022-10-08,8,286,2,2022,October,8
361,362,8943,3121,17,2023-10-27,2,117,4,2023,October,27
362,363,8943,3121,17,2021-02-09,3,205,1,2021,February,9
363,364,3297,102,12,2022-10-08,12,370,5,2022,October,8
364,365,3297,102,12,2023-10-27,12,588,3,2023,October,27
365,366,3297,102,12,2021-02-09,3,166,2,2021,February,9
366,367,8769,1989,20,2020-11-03,6,199,5,2020,November,3
367,368,9057,1888,19,2022-05-30,10,515,3,2022,May,30
368,369,6864,3275,11,2022-05-30,3,494,1,2022,May,30
369,370,9200,809,13,2022-05-30,12,412,4,2022,May,30
370,371,6113,2508,6,2024-06-16,10,340,4,2024,June,16
371,372,7733,2784,15,2024-06-16,8,220,4,2024,June,16
372,373,8524,154,14,2024-06-16,7,88,1,2024,June,16
373,374,6187,2344,15,2024-06-16,11,107,1,2024,June,16
374,375,4364,148,18,2022-07-15,9,722,5,2022,July,15
375,376,736,286,12,2022-07-15,2,380,4,2022,July,15
376,377,9905,633,17,2021-07-18,5,477,3,2021,July,18
377,378,9905,633,17,2021-10-02,12,746,3,2021,October,2
378,379,2493,1221,9,2024-04-16,6,532,3,2024,April,16
379,380,9849,963,1,2024-04-16,8,476,3,2024,April,16
380,381,3423,804,4,2020-07-09,5,155,5,2020,July,9
381,382,3423,804,4,2020-07-25,8,445,1,2020,July,25
382,383,3423,804,4,2024-01-24,4,406,3,2024,January,24
383,384,3423,804,4,2020-05-04,1,68,1,2020,May,4
384,385,3423,804,4,2021-11-13,4,339,5,2021,November,13
385,386,3900,115,9,2023-10-07,7,447,3,2023,October,7
386,387,8568,2419,11,2021-10-23,1,61,5,2021,October,23
387,388,3283,71,6,2021-10-23,7,711,5,2021,October,23
388,389,7643,3720,19,2022-07-18,6,497,2,2022,July,18
389,390,3461,1537,15,2024-08-23,4,723,1,2024,August,23
390,391,5714,1438,6,2024-08-23,10,578,1,2024,August,23
391,392,3853,1457,10,2024-08-23,9,545,3,2024,August,23
392,393,6016,431,20,2020-10-28,3,103,2,2020,October,28
393,394,1290,204,12,2024-06-15,1,313,2,2024,June,15
394,395,1290,204,12,2024-12-19,4,532,3,2024,December,19
395,396,4569,1693,10,2020-09-04,1,62,4,2020,September,4
396,397,3083,1151,16,2022-04-16,11,188,3,2022,April,16
397,398,3522,898,15,2024-08-29,4,432,1,2024,August,29
398,399,3522,898,15,2022-01-14,11,207,1,2022,January,14
399,400,7301,3602,3,2024-04-07,9,648,2,2024,April,7
400,401,4462,121,8,2022-04-24,5,227,3,2022,April,24
401,402,6212,1881,17,2022-04-24,12,739,5,2022,April,24
402,403,4027,1386,3,2020-08-27,1,502,1,2020,August,27
403,404,1676,330,14,2023-03-01,11,689,2,2023,March,1
404,405,3927,1133,12,2023-03-01,1,578,3,2023,March,1
405,406,2776,887,9,2023-03-01,6,500,4,2023,March,1
406,407,7684,1157,12,2020-10-02,11,710,3,2020,October,2
407,408,7684,1157,12,2020-06-23,8,675,3,2020,June,23
408,409,7684,1157,12,2023-08-21,1,354,2,2023,August,21
409,410,6008,2498,17,2022-07-16,4,416,1,2022,July,16
410,411,7344,2598,20,2022-08-01,10,343,1,2022,August,1
411,412,6932,3218,20,2020-07-16,7,307,1,2020,July,16
412,413,7748,1706,16,2020-05-02,11,213,3,2020,May,2
413,414,6381,2763,20,2020-05-02,11,654,5,2020,May,2
414,415,992,64,6,2020-05-02,6,281,2,2020,May,2
415,416,8649,2631,13,2024-01-10,7,20,2,2024,January,10
416,417,8649,2631,13,2020-09-30,9,332,2,2020,September,30
417,418,4099,52,18,2022-03-28,3,565,4,2022,March,28
418,419,2539,324,5,2021-01-30,3,87,4,2021,January,30
419,420,9845,3062,9,2025-03-14,1,698,3,2025,March,14
420,421,2901,1411,2,2021-10-26,11,44,5,2021,October,26
421,422,2901,1411,2,2023-01-11,12,151,2,2023,January,11
422,423,6934,1152,6,2021-10-26,7,171,3,2021,October,26
423,424,6934,1152,6,2023-01-11,7,513,4,2023,January,11
424,425,9640,2606,2,2021-10-31,2,777,3,2021,October,31
425,426,7930,1981,13,2023-05-04,5,455,1,2023,May,4
426,427,7930,1981,13,2024-08-09,9,562,5,2024,August,9
427,428,9894,829,1,2022-08-21,6,601,4,2022,August,21
428,429,4534,2235,4,2022-08-21,4,448,3,2022,August,21
429,430,4911,186,20,2022-06-19,11,624,1,2022,June,19
430,431,531,189,20,2022-06-19,5,356,3,2022,June,19
431,432,9707,3483,10,2025-01-29,9,364,3,2025,January,29
432,433,8521,2584,7,2025-01-29,8,737,5,2025,January,29
433,434,8438,3427,12,2022-01-14,8,229,3,2022,January,14
434,435,1689,109,9,2022-01-14,7,419,2,2022,January,14
435,436,3936,1626,14,2022-01-14,5,487,1,2022,January,14
436,437,7664,1753,19,2023-06-15,12,278,2,2023,June,15
437,438,721,258,13,2023-10-18,8,625,2,2023,October,18
438,439,721,258,13,2022-06-13,12,585,2,2022,June,13
439,440,8364,3055,17,2023-10-18,2,692,2,2023,October,18
440,441,8364,3055,17,2022-06-13,10,221,2,2022,June,13
441,442,5234,2021,15,2023-10-18,10,536,3,2023,October,18
